id,image_path,productDisplayName,subCategory,label
15970,../data/raw/fashion-product-images-small/images/15970.jpg,Turtle Check Men Navy Blue Shirt,Topwear,17
39386,../data/raw/fashion-product-images-small/images/39386.jpg,Peter England Men Party Blue Jeans,Bottomwear,2
59263,../data/raw/fashion-product-images-small/images/59263.jpg,Titan Women Silver Watch,Watches,19
21379,../data/raw/fashion-product-images-small/images/21379.jpg,Manchester United Men Solid Black Track Pants,Bottomwear,2
53759,../data/raw/fashion-product-images-small/images/53759.jpg,Puma Men Grey T-shirt,Topwear,17
1855,../data/raw/fashion-product-images-small/images/1855.jpg,Inkfruit Mens Chain Reaction T-shirt,Topwear,17
30805,../data/raw/fashion-product-images-small/images/30805.jpg,Fabindia Men Striped Green Shirt,Topwear,17
26960,../data/raw/fashion-product-images-small/images/26960.jpg,Jealous 21 Women Purple Shirt,Topwear,17
29114,../data/raw/fashion-product-images-small/images/29114.jpg,Puma Men Pack of 3 Socks,Socks,16
30039,../data/raw/fashion-product-images-small/images/30039.jpg,Skagen Men Black Watch,Watches,19
9204,../data/raw/fashion-product-images-small/images/9204.jpg,Puma Men Future Cat Remix SF Black Casual Shoes,Shoes,15
48123,../data/raw/fashion-product-images-small/images/48123.jpg,Fossil Women Black Huarache Weave Belt,Belts,1
18653,../data/raw/fashion-product-images-small/images/18653.jpg,Fila Men Cush Flex Black Slippers,Flip Flops,5
47957,../data/raw/fashion-product-images-small/images/47957.jpg,Murcia Women Blue Handbag,Bags,0
46885,../data/raw/fashion-product-images-small/images/46885.jpg,Ben 10 Boys Navy Blue Slippers,Flip Flops,5
12369,../data/raw/fashion-product-images-small/images/12369.jpg,Reid & Taylor Men Check Purple Shirts,Topwear,17
29928,../data/raw/fashion-product-images-small/images/29928.jpg,Police Men Black Dial Watch PL12889JVSB,Watches,19
42419,../data/raw/fashion-product-images-small/images/42419.jpg,Gini and Jony Girls Knit White Top,Topwear,17
51832,../data/raw/fashion-product-images-small/images/51832.jpg,Bwitch Beige Full-Coverage Bra BW335,Innerwear,7
47359,../data/raw/fashion-product-images-small/images/47359.jpg,Baggit Women Brown Handbag,Bags,0
17429,../data/raw/fashion-product-images-small/images/17429.jpg,CASIO G-Shock Men Black Digital Watch G-7710-1DR G223,Watches,19
12967,../data/raw/fashion-product-images-small/images/12967.jpg,ADIDAS Men Spry M Black Sandals,Sandal,13
13089,../data/raw/fashion-product-images-small/images/13089.jpg,ADIDAS Men Lfc Auth Hood Grey Sweatshirts,Topwear,17
18461,../data/raw/fashion-product-images-small/images/18461.jpg,David Beckham Signature Men Deos,Fragrance,6
9036,../data/raw/fashion-product-images-small/images/9036.jpg,Buckaroo Men Flores Black Formal Shoes,Shoes,15
48311,../data/raw/fashion-product-images-small/images/48311.jpg,Pitaraa Women Bronze Beaded Bracelet,Jewellery,8
7990,../data/raw/fashion-product-images-small/images/7990.jpg,Fila Men's Round Neck Navy Blue T-shirt,Topwear,17
56019,../data/raw/fashion-product-images-small/images/56019.jpg,Colorbar Soft Touch Show Stopper Copper Lipstick 037,Lips,9
21977,../data/raw/fashion-product-images-small/images/21977.jpg,Murcia Women Casual Brown Handbag,Bags,0
37812,../data/raw/fashion-product-images-small/images/37812.jpg,John Players Men Navy Blue Shirt,Topwear,17
4729,../data/raw/fashion-product-images-small/images/4729.jpg,Disney Kids Boy's Crew Sea Life Sialing Green Teen Kidswear,Topwear,17
56825,../data/raw/fashion-product-images-small/images/56825.jpg,John Players Men Brown Shirt,Topwear,17
39988,../data/raw/fashion-product-images-small/images/39988.jpg,Gas Men Europa White Shoes,Shoes,15
59051,../data/raw/fashion-product-images-small/images/59051.jpg,Carlton London Women Black & Gold Toned Flats,Shoes,15
20099,../data/raw/fashion-product-images-small/images/20099.jpg,Diva Women Embroided Green Kurta,Topwear,17
58183,../data/raw/fashion-product-images-small/images/58183.jpg,Rocky S Women White Handbag,Bags,0
29742,../data/raw/fashion-product-images-small/images/29742.jpg,Kiara Women Teal Handbag,Bags,0
51658,../data/raw/fashion-product-images-small/images/51658.jpg,Fossil Women Copper Chronograph Watch CH2589,Watches,19
3954,../data/raw/fashion-product-images-small/images/3954.jpg,Jealous 21 Women's Pink T-shirt,Topwear,17
18839,../data/raw/fashion-product-images-small/images/18839.jpg,Peter England Men Formal Black Belt,Belts,1
2886,../data/raw/fashion-product-images-small/images/2886.jpg,Catwalk Women Leather Brown Flats,Shoes,15
23278,../data/raw/fashion-product-images-small/images/23278.jpg,Maxima Ssteele Men Off White Watch,Watches,19
28690,../data/raw/fashion-product-images-small/images/28690.jpg,W Women Printed Beige Kurta,Topwear,17
8580,../data/raw/fashion-product-images-small/images/8580.jpg,Scullers Men  Grey Waistcoat,Topwear,17
3168,../data/raw/fashion-product-images-small/images/3168.jpg,Nike Men's Incinerate MSL White Blue Shoe,Shoes,15
18005,../data/raw/fashion-product-images-small/images/18005.jpg,Puma Men Long Logo Black Bermuda,Bottomwear,2
17871,../data/raw/fashion-product-images-small/images/17871.jpg,Levis Men Boxer Maroon Brief,Innerwear,7
9452,../data/raw/fashion-product-images-small/images/9452.jpg,John Miller Men Stripes White Red Shirts,Topwear,17
38402,../data/raw/fashion-product-images-small/images/38402.jpg,Baggit Women Hood Dabang Black Belt,Belts,1
44984,../data/raw/fashion-product-images-small/images/44984.jpg,Maxima Women White Dial Watch,Watches,19
10268,../data/raw/fashion-product-images-small/images/10268.jpg,Clarks Men Hang Work Leather Black Formal Shoes,Shoes,15
45856,../data/raw/fashion-product-images-small/images/45856.jpg,Vishudh Women Brown Kurta,Topwear,17
32138,../data/raw/fashion-product-images-small/images/32138.jpg,Playboy Men Blue Titanium Briefs,Innerwear,7
59435,../data/raw/fashion-product-images-small/images/59435.jpg,Arrow Men Black Formal Shoes,Shoes,15
5891,../data/raw/fashion-product-images-small/images/5891.jpg,Puma Men's Stripe Polo Black T-shirt,Topwear,17
38630,../data/raw/fashion-product-images-small/images/38630.jpg,Nike Women Purple Polo T-shirt,Topwear,17
4943,../data/raw/fashion-product-images-small/images/4943.jpg,Gini and Jony Boy's Kaleb White Brown Kidswear,Topwear,17
11188,../data/raw/fashion-product-images-small/images/11188.jpg,Carrera Men Dial steel finish strap Silver Watches,Watches,19
10866,../data/raw/fashion-product-images-small/images/10866.jpg,Wrangler Men Motor Rider Red T-Shirts,Topwear,17
59607,../data/raw/fashion-product-images-small/images/59607.jpg,FNF Pink & Grey Wedding Collection Sari,Saree,14
15528,../data/raw/fashion-product-images-small/images/15528.jpg,Puma Men Scribble Black Tshirts,Topwear,17
45258,../data/raw/fashion-product-images-small/images/45258.jpg,CASIO EDIFICE Men Black Dial Chronograph Watch ED60,Watches,19
42841,../data/raw/fashion-product-images-small/images/42841.jpg,French Connection Women Beige Handbag,Bags,0
22198,../data/raw/fashion-product-images-small/images/22198.jpg,Timberland Men Black Casual Shoes,Shoes,15
29570,../data/raw/fashion-product-images-small/images/29570.jpg,Vans Men Classic Slip-On Purple & Black Shoes,Shoes,15
43993,../data/raw/fashion-product-images-small/images/43993.jpg,Police Women Passion Perfume,Fragrance,6
6628,../data/raw/fashion-product-images-small/images/6628.jpg,ADIDAS Men's Lowell White Silver Shoe,Shoes,15
54924,../data/raw/fashion-product-images-small/images/54924.jpg,Do U Speak Green Men Blue Shorts,Bottomwear,2
26538,../data/raw/fashion-product-images-small/images/26538.jpg,ID Men Red Shoes,Shoes,15
35913,../data/raw/fashion-product-images-small/images/35913.jpg,Peperone Women Black & White Handbag,Bags,0
49495,../data/raw/fashion-product-images-small/images/49495.jpg,Vans Men Khaki Shoes,Shoes,15
9660,../data/raw/fashion-product-images-small/images/9660.jpg,Indigo Nation Men Reversible Bling Pink Shirts,Topwear,17
2288,../data/raw/fashion-product-images-small/images/2288.jpg,Nike Women Black T-shirt,Topwear,17
23876,../data/raw/fashion-product-images-small/images/23876.jpg,ADIDAS Men Blue Sweatshirt,Topwear,17
18237,../data/raw/fashion-product-images-small/images/18237.jpg,Manchester United Men Solid Red Tshirt,Topwear,17
54118,../data/raw/fashion-product-images-small/images/54118.jpg,Rocia Women Black Flats,Shoes,15
2872,../data/raw/fashion-product-images-small/images/2872.jpg,Catwalk Women Leather Flats,Shoes,15
49653,../data/raw/fashion-product-images-small/images/49653.jpg,Mineral Women Green Top,Topwear,17
8574,../data/raw/fashion-product-images-small/images/8574.jpg,Crocs Dora Boots Pink Sandals,Sandal,13
16957,../data/raw/fashion-product-images-small/images/16957.jpg,Image Men Sunglasses,Eyewear,4
19123,../data/raw/fashion-product-images-small/images/19123.jpg,Lotto Men XL Water Man Silver Slippers,Flip Flops,5
13419,../data/raw/fashion-product-images-small/images/13419.jpg,United Colors of Benetton Men Solid Pink Polo T-shirts,Topwear,17
17885,../data/raw/fashion-product-images-small/images/17885.jpg,Levis Men Comfort Style Grey Innerwear Vest,Innerwear,7
43369,../data/raw/fashion-product-images-small/images/43369.jpg,Reebok Men Black Possession Flip Flops,Flip Flops,5
48781,../data/raw/fashion-product-images-small/images/48781.jpg,Lucera Women Silver Pendant,Jewellery,8
44970,../data/raw/fashion-product-images-small/images/44970.jpg,Maxima Men White Dial Analog Chronograph Watch,Watches,19
56489,../data/raw/fashion-product-images-small/images/56489.jpg,Streetwear Ash Nail Polish # 31,Nails,12
39524,../data/raw/fashion-product-images-small/images/39524.jpg,Peter England Unisex Orange Sleeve Bag,Bags,0
33822,../data/raw/fashion-product-images-small/images/33822.jpg,Puma Men Axis White & Grey Sports Shoes,Shoes,15
58513,../data/raw/fashion-product-images-small/images/58513.jpg,Tonga Women Maroon Top,Topwear,17
52029,../data/raw/fashion-product-images-small/images/52029.jpg,Just Natural Unisex Charcoal Rain Jacket,Topwear,17
5865,../data/raw/fashion-product-images-small/images/5865.jpg,ADIDAS Men's Twelve Faster T-shirt,Topwear,17
39716,../data/raw/fashion-product-images-small/images/39716.jpg,Arrow Woman Women Blue Dress,Dress,3
25349,../data/raw/fashion-product-images-small/images/25349.jpg,Levis Men Red Brief,Innerwear,7
11940,../data/raw/fashion-product-images-small/images/11940.jpg,Ganuchi Men Casual Black Sandals,Sandal,13
55802,../data/raw/fashion-product-images-small/images/55802.jpg,SDL by Sweet Dreams Women Green Printed Night Suit S11-3124,Loungewear and Nightwear,10
29584,../data/raw/fashion-product-images-small/images/29584.jpg,Indigo Nation Men Printed Black T-shirt,Topwear,17
43967,../data/raw/fashion-product-images-small/images/43967.jpg,DKNY Women Red Delicious Perfume,Fragrance,6
28456,../data/raw/fashion-product-images-small/images/28456.jpg,Urban Yoga Women Blue Skirt With Leggings,Bottomwear,2
34009,../data/raw/fashion-product-images-small/images/34009.jpg,Gini and Jony Girls Black Top,Topwear,17
19311,../data/raw/fashion-product-images-small/images/19311.jpg,Nike Men Air Rift MTR White Casual Shoe,Shoes,15
42089,../data/raw/fashion-product-images-small/images/42089.jpg,ADIDAS Men White Corona Sports Shoes,Shoes,15
22950,../data/raw/fashion-product-images-small/images/22950.jpg,Fastrack Unisex Black Dial Watch 9915PP13,Watches,19
49461,../data/raw/fashion-product-images-small/images/49461.jpg,Vans Men Blue Era Scilla Plaid Shoes,Shoes,15
8746,../data/raw/fashion-product-images-small/images/8746.jpg,Crocs Kids Navy Blue Clogs,Flip Flops,5
9694,../data/raw/fashion-product-images-small/images/9694.jpg,Classic Polo Men Vulcan White Polo Tshirts,Topwear,17
23882,../data/raw/fashion-product-images-small/images/23882.jpg,Fila Men Destiny Grey Sports Shoes,Shoes,15
34835,../data/raw/fashion-product-images-small/images/34835.jpg,ADIDAS Men Blue Chill Sports Shoes,Shoes,15
15984,../data/raw/fashion-product-images-small/images/15984.jpg,Turtle Check Men Yellow Shirt,Topwear,17
41268,../data/raw/fashion-product-images-small/images/41268.jpg,Arrow Men Black Wallet,Wallets,18
11518,../data/raw/fashion-product-images-small/images/11518.jpg,Catwalk Women Gun Metal Grey Heels,Shoes,15
14856,../data/raw/fashion-product-images-small/images/14856.jpg,United Colors of Benetton Women Solid Beige Wallets,Wallets,18
33648,../data/raw/fashion-product-images-small/images/33648.jpg,Lotto Men Ridge Brown Sandals,Sandal,13
59297,../data/raw/fashion-product-images-small/images/59297.jpg,U.S. Polo Assn. Men White & Navy Blue Shirt,Topwear,17
28032,../data/raw/fashion-product-images-small/images/28032.jpg,Jockey ELANCE Men Bikini White Brief 1005,Innerwear,7
27846,../data/raw/fashion-product-images-small/images/27846.jpg,Scullers For Her Charcoal Blazer,Topwear,17
26994,../data/raw/fashion-product-images-small/images/26994.jpg,Jealous 21 Women Black Jeans,Bottomwear,2
49839,../data/raw/fashion-product-images-small/images/49839.jpg,iPanema Women Red Flip Flops,Flip Flops,5
31923,../data/raw/fashion-product-images-small/images/31923.jpg,Fabindia Women Blue Silk Sling Bag,Bags,0
2618,../data/raw/fashion-product-images-small/images/2618.jpg,Carlton London Women Silver Wedge Sandal,Shoes,15
54588,../data/raw/fashion-product-images-small/images/54588.jpg,Sushilas Women Printed Green Kurta,Topwear,17
49005,../data/raw/fashion-product-images-small/images/49005.jpg,Lucera Women Silver Ring,Jewellery,8
8322,../data/raw/fashion-product-images-small/images/8322.jpg,Doodle Boy's Route 66 Biker Blue Teen Kidswear,Topwear,17
13841,../data/raw/fashion-product-images-small/images/13841.jpg,ADIDAS Unisex Three Small Dials White Watches,Watches,19
28200,../data/raw/fashion-product-images-small/images/28200.jpg,Ray-Ban Men Active Lifestyle Copper Sunglasses,Eyewear,4
12993,../data/raw/fashion-product-images-small/images/12993.jpg,ADIDAS Kids Adispeed Black Sports Shoes,Shoes,15
7158,../data/raw/fashion-product-images-small/images/7158.jpg,Scullers Men  Green Check Shirt,Topwear,17
18495,../data/raw/fashion-product-images-small/images/18495.jpg,Puma Men Fashion Cat White Slipper,Sandal,13
8110,../data/raw/fashion-product-images-small/images/8110.jpg,Fastrack Men Economy 2 Analg Black Watch,Watches,19
19547,../data/raw/fashion-product-images-small/images/19547.jpg,United Colors of Benetton Men Solid Blue Sweatshirt,Topwear,17
7964,../data/raw/fashion-product-images-small/images/7964.jpg,Puma Men's Large Logo Graphic Black T-shirt,Topwear,17
36934,../data/raw/fashion-product-images-small/images/36934.jpg,Giorgio Armani Women Idole Perfume,Fragrance,6
20851,../data/raw/fashion-product-images-small/images/20851.jpg,Spice Art Women Ribbon Embroidery Red Clutch,Bags,0
41866,../data/raw/fashion-product-images-small/images/41866.jpg,Estd. 1977 Men Beige & Green Sandals,Sandal,13
58177,../data/raw/fashion-product-images-small/images/58177.jpg,Rocky S Women Brown Handbag,Bags,0
44528,../data/raw/fashion-product-images-small/images/44528.jpg,Coolers Men Black Sandals,Sandal,13
16392,../data/raw/fashion-product-images-small/images/16392.jpg,Levis Men Check Red Shirts,Topwear,17
51455,../data/raw/fashion-product-images-small/images/51455.jpg,Tonga Women Pink Printed Shrug,Topwear,17
50587,../data/raw/fashion-product-images-small/images/50587.jpg,Chromozome Men Grey Briefs,Innerwear,7
17240,../data/raw/fashion-product-images-small/images/17240.jpg,U.S. Polo Assn. Men Stripes Black  Polo Tshirt,Topwear,17
47530,../data/raw/fashion-product-images-small/images/47530.jpg,Portia Women Copper-Toned & Brown Sandals,Shoes,15
6617,../data/raw/fashion-product-images-small/images/6617.jpg,Spykar Men Black and white Check Shirt,Topwear,17
